"id","japanese","english","const"
"3566","%1の予定日はサービスイン(%2)の3週間以前に設定してください","Please set the scheduled date of %1 3 weeks earlier service in (%2)",""
"3567","作業内容","Work contents",""
"3568","文字以内で入力してください。","Please enter only characters.",""
"3569","有効な検索範囲を入力してください。","Please enter valid search range.",""
"3570","定性評価(投入)","Qualitative evaluation (input)",""
"3571","(全0件)","(Total 0)",""
"3572","審査","Examination",""
"3573","審査検索","Search examination ",""
"3574","TMS適用","Apply TMS",""
"3575","CMS適用","Apply CMS",""
"3576","重点","Main point",""
"3577","親プロジェクトコード","Parent project code",""
"3578","(全%1件)","(Total %1)",""
"3579","項目の情報取得でエラーが発生しました","Error occurred when acquiring item information",""
"3580","プロジェクト名取得でエラーが発生しました","Error occurred when acquiring project name",""
"3581","組織名取得でエラーが発生しました","Error occurred when acquiring organization",""
"3582","要員名取得でエラーが発生しました","Error occurred when acquiring member name",""
"3583","プロジェクト一覧","Project list",""
"3584","名前の変更","Change name ",""
"3585","アラーム/実績状況での表示文字を指定してください。","Please specify the display character in alarm / actual status.",""
"3586","4バイト以内で指定してください。","Please specify within 4 bytes.","PD_MSG_ERR_ILLEGALALST"
"3587","シングルクォーテーション(')は使用できません。","Cannot use single quotation mark (').","PD_MSG_ERR_NOSNGLQT"
"3588","管理項目の定義","Definition of management item",""
"3589","作業一覧からコンテンツのデータを入力する","Enter contents data from work list",""
"3590","定義レベル","Definition level",""
"3591","進捗/品質データ入力画面での自動表示値","The automatic values on the page of progress/quality data input page",""
"3592","プロセス計測での値","Values in process measurement",""
"3593","進捗/品質データ入力画面での小計値","Subtotal on the page of progress/quality data input page",""
"3594","小数点以下の桁数","Number of decimals ",""
"3595","文字列","String",""
"3596","合計値","Total sum",""
"3597","最小値","Minimum",""
"3598","最大値","Maximum",""
"3599","平均値","Average value",""
"3600","データの合計値","Sum of data",""
"3601","データの個数","Number of data",""
"3602","データの平均値","Average of data",""
"3603","一番最初の日","The first day",""
"3604","一番最後の日","The last day",""
"3605","全てが終了した日","All completed day",""
"3606","報告日以前の日付の個数","Number of date earlier than report date",""
"3607","報告日以降の日付の個数","Number of date after report date",""
"3608","小計値の合計","Sum of subtotal",""
"3609","管理項目名が入力されていません","Management item name not entered",""
"3610","管理項目名が長すぎます","Management item name is too long",""
"3611","管理項目名に ' は使用できません","Character ' cannot be used in management item name",""
"3612","シートの定義","Sheet definition",""
"3613","新規シート名","New Sheet name",""
"3614","流用元管理シート","Divert-from management tool",""
"3615","概要設計","FD",""
"3616","構築・単体","Construction/unit",""
"3617","内部結合テスト","Internal integration test",""
"3618","外部結合テスト","External integration test",""
"3619","総合テスト","Integration test",""
"3620","フリーシート","Free sheet",""
"3621","／","/",""
"3622","品質状況表定義","Quality status table definition",""
"3623","品質状況表を使用する","Use quality status table",""
"3624","※規模はアクティビティレベルの項目から取得されます。","* Scale is acquired from item of activity level.",""
"3625","テスト項目/バグ数を取得するタスク","Task of acquiring test items/bug number",""
"3626","テスト項目/バグ数を取得する","Acquire test item/bug number",""
"3627","※規模は%1レベルの項目から取得されます。","* Scale is acquired from the %1th item.",""
"3628","機能階層変更","Change function level",""
"3629","機能構成階層：","Function structure level:",""
"3630","シート名　　　　　","Sheet name          ",""
"3631","項目のプロパティ","Item property",""
"3632","項目Ａ","Item A",""
"3633","名前：","Name:",""
"3634","江洲井 太郎","Esui Tarou",""
"3635","更新日時：","Updated time:",""
"3636","作成日時：","Created time:",""
"3637","プロセス計測での値：","Value in process measurement:",""
"3638","報告日以前のデータの個数","The number of data before reported date",""
"3639","小数点以下の桁数：","Number of decimals :",""
"3640","進捗/品質データ入力画面での自動表示値：","The automatic values on the page of progress/quality data input page:",""
"3641","作業一覧からコンテンツのデータ入力：","Contents data input from work list:",""
"3642","定義レベル：","Definition level:",""
"3643","進捗/品質データ入力画面での小計値：","Subtotal of progress/quality data input page:",""
"3644","属性：","Property:",""
"3645","変更するとコンテンツの本項目のデータが削除されます。","This item's data will be deleted if you changed","PD_MSG_CNF_CHGCONINPUT"
"3646","変更しますか？","Do you want to change?","PD_MSG_CNF_CHG"
"3647","入力しない","Don't enter",""
"3648","入力する","Enter",""
"3649","品質見解票フォーマット","Quality opinion report format",""
"3650","不具合種別内訳","Details of defect division",""
"3651","下流工程バグ摘出状況","Bug extracted status in testing phase",""
"3652","上流工程バグ摘出状況","Bug extracted status in design phase",""
"3653","全不具合摘出状況","Defects extracted status of all",""
"3654","品質見解のベースデータ","Basic data of quality report",""
"3655","納入品の品質についての総合見解","General opinion on deliverables' quality",""
"3656","品質管理の対象ソフトウェア構成","Target software structure for quality management",""
"3657","今回納入分の対象工程","The target phases of this delivery",""
